,job_title,company_name,area,city,country,job_type,job_state,exp_level,exp_years,job_category,skills,posted
2187,Administrative Assistant,ACS / El Amer Contracting & Supplies,Heliopolis,Cairo,Egypt ,Full Time,On-site,Entry Level,0 - 2 Yrs of Exp,Administration,Administration administrative Business Administration English Communication skills,5 days ago
2188,Working Drawings Architect,IEC International Engineering Consultancy,Nasr City,Cairo,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Engineering - Construction/Civil/Architecture,BIM Architecture working drawings Revit Engineering architectural Design,1 month ago
2189,Claims Officer,Yodawy Med,Mohandessin,Giza,Egypt ,Full Time,On-site,Experienced,,Medical/Healthcare,Insurance MEDICINE Microsoft Office Pharmacy Claims Pharma,24 days ago
2190,Accountant Cum Administrator,HUWA,New Cairo,Cairo,Egypt ,Full Time,On-site,Experienced,3 - 6 Yrs of Exp,Accounting/Finance,Finance Commerce Business Administration Bookkeeping Financial Analysis English Financial,1 month ago
2191,Irrigation Manager,Confidential,Not mentioned,Giza,Egypt ,Full Time,On-site,Manager,4 - 10 Yrs of Exp,Engineering - Other,,14 days ago
2192,Electrical BIM Engineer,Spectrum Engineering ,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Engineering - Mechanical/Electrical,Engineering Communication Electrical,1 month ago
2193,Senior graphic designer,Atlas,Smouha,Alexandria,Egypt ,Full Time,On-site,Experienced,5 - 10 Yrs of Exp,Creative/Design/Art,Adobe illustrator illustrator Graphic Design Design Creative Adobe Indesign,7 days ago
2194,Senior digital marketing,Naguib Selim,Nasr City,Cairo,Egypt ,Full Time,On-site,Experienced,5 - 7 Yrs of Exp,Marketing/PR/Advertising,Digital Digital Marketing digital marketing E-Marketing Marketing senior Ecommerce,16 days ago
2195,Sales & Marketing Executive,bokah,Ameria,Alexandria,Egypt ,Full Time,On-site,Entry Level,1 - 5 Yrs of Exp,Marketing/PR/Advertising,sales skills Sales Target Business Administration Sales Marketing,22 days ago
2196,Branch Manger,RE/MAX Avalon,North Coast,Alexandria,Egypt ,Full Time,On-site,Manager,5 - 7 Yrs of Exp,Administration,,22 days ago
2197,Sales & Operation Specialist,Confidential,Sheikh Zayed,Giza,Egypt ,Full Time,On-site,Experienced,,Logistics/Supply Chain,Administration Communication Logistics Sales,22 days ago
2198,Architectural Design Engineer,Confidential,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,5 - 10 Yrs of Exp,Engineering - Construction/Civil/Architecture,Design Architecture Revit Project Management Adobe Photoshop Engineering,22 days ago
2199,Sales Specialist - Alex,EISAS,Not mentioned,Alexandria,Egypt ,Full Time,On-site,Entry Level,1 - 3 Yrs of Exp,Logistics/Supply Chain,Logistics Management,8 days ago
2200,Purchase Specialist,Confidential,Downtown,Cairo,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Purchasing/Procurement,Logistics Business Administration Supply Chain Microsoft Office Planning Supply,16 days ago
2201,Video Editor,Alarabia Group,10th of Ramadan City,Cairo,Egypt ,Full Time,On-site,Experienced,1 - 4 Yrs of Exp,Marketing/PR/Advertising,Adobe Photoshop After Effects Editing Video Editor Video Editing video Premiere,30 days ago
2202,Remote Sensing Specialist,Syad Tech,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,10 - 10 Yrs of Exp,IT/Software Development,remote sensing SNAP PCI-GEOMATICA ARCGIS PRO,1 month ago
2203,Packaging Designer,Arma-HSA,New Cairo,Cairo,Egypt ,Full Time,On-site,Experienced,5 - 8 Yrs of Exp,Creative/Design/Art,Creative Design Graphic Design Packaging Marketing illustrator photoshop,10 days ago
2204,Civil Technical office,Safoury Development,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,5 - 7 Yrs of Exp,Engineering - Construction/Civil/Architecture,Engineering AutoCAD QS,1 month ago
2205,Graphic Designer and Marketing Specialist,I&R Egypt,6th of October,Giza,Egypt ,Full Time,On-site,Entry Level,0 - 2 Yrs of Exp,Creative/Design/Art,Graphic Design Marketing marketing specialist Social Media graphic designer Graphic Designer,1 month ago
2206,Sales Engineer,Track Telecom,Not mentioned,Giza,Egypt ,Full Time,On-site,Experienced,2 - 3 Yrs of Exp,Sales/Retail,Communication sales skills Sales Target Sales Selling,23 days ago
2207,Tendering Estimation Engineer,EL-Hamd for Electrical and Industrial Projects,Not mentioned,Qalubia,Egypt ,Full Time,On-site,Experienced,,Purchasing/Procurement,Electrical Engineering Tendering Tendering Estimation Estimation engineer Cost Estimation Electrical,10 days ago
2208,Infrastructure Team Leader,CEC,Maadi,Cairo,Egypt ,Full Time,On-site,Manager,10 - 18 Yrs of Exp,Engineering - Construction/Civil/Architecture,sewergems watergems AutoCAD Engineering English Infrawizard Primavera,18 days ago
2209,Graphic Designer,Aria Systems,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,1 - 2 Yrs of Exp,Creative/Design/Art,content creation social media graphic design Adobe illustrator Adobe Photoshop Social Media,30 days ago
2210,Data Analyst,EGEC,Haram,Giza,Egypt ,Full Time,On-site,Experienced,2 - 5 Yrs of Exp,Accounting/Finance,analytical Analysis Computer Science Reporting Data Analysis Communication skills,3 days ago
2211,Sheet Metal Die Designer Engineer,Power Solutions,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Manufacturing/Production,Mechanical Mechanical Engineering Metal Industrial Engineering SolidWorks Sheet Metal Production,10 days ago
2212,Senior Organizational Development Specialist,International Group For Modern Coating ,Bourj Alarab,Alexandria,Egypt ,Full Time,On-site,Experienced,2 - 5 Yrs of Exp,Administration,Human Resources (HR) HR Specialist Microsoft Office Recruitment Personnel specialist OD,28 days ago
2213,Process Line mechnical Design Engineer,Sanam Engineering Industries ,10th of Ramadan City,Sharqia,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Creative/Design/Art,Design design engineer Drawings Engineering Mechanical SolidWorks CAD,26 days ago
2214,Appointment Setter,Rokket Science,Not mentioned,Denver,United States ,Full Time,On-site,Entry Level,,Customer Service/Support,telemarketing business development sales,11 days ago
2215,Digital Marketing & Media Buying Specialist,NUR Interactive,Not mentioned,Riyadh,Saudi Arabia ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Marketing/PR/Advertising,E-Marketing media Media Buying Social Media Marketing digital marketing Digital,2 months ago
2216,General Accounting,SAYYAD Holding ,Hurghada,Red Sea,Egypt ,Full Time,On-site,Experienced,3 - 10 Yrs of Exp,males_only,Analyst/Research Accounting Finance Management,24 days ago
2217,Personal Assistant to Manager,Luminary for Marketing and Advertisement ,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 6 Yrs of Exp,Administration,Administration Communication English Management Management skills Microsoft Office Secretary,1 month ago
2218,UI/UX WordPress Developer,INTERNET SOLUTIONS,Sheikh Zayed,Giza,Egypt ,Full Time,On-site,Experienced,2 - 5 Yrs of Exp,Creative/Design/Art,WordPress Adobe CS4 Suite HTML XHTML CSS JS Code Editing,28 days ago
2219,Production Planner,Semak,Dokki,Giza,Egypt ,Full Time,On-site,Experienced,2 - 4 Yrs of Exp,Logistics/Supply Chain,CPIM MRP Production Planning Supply Chain Manufacturing Communication skills,24 days ago
2220,Senior Business Development,NOK for Human Capital Solutions,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 4 Yrs of Exp,Business Development,Outsourcing Sales Marketing Pricing,1 month ago
2221,Document Controller,Emak Contracting Company,New Cairo,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 5 Yrs of Exp,Administration,Business Administration Construction Document Document Control document controller Document Management,22 days ago
2222,Junior Procurement Specialist,EFS,Maadi,Cairo,Egypt ,Full Time,On-site,Entry Level,1 - 1 Yrs of Exp,Purchasing/Procurement,Negotiation,1 month ago
2223,Stock Controller,Maison de Maa,Heliopolis,Cairo,Egypt ,Full Time,On-site,Experienced,1 - 3 Yrs of Exp,Logistics/Supply Chain,Stock Control Accounting Stock controller Supply Chain,11 days ago
2224,Pre Sales Engineer (HVAC - Air Distribution),Advansys for Trading & Contracting,Maadi,Cairo,Egypt ,Full Time,On-site,Entry Level,0 - 1 Yrs of Exp,Engineering - Mechanical/Electrical,Mechatronics Sales sales skills Communication,1 month ago
2225,Executable Architect ( Fashion Retail ),Al-Nasser ,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Engineering - Construction/Civil/Architecture,Project Management Construction,1 month ago
2226,Digital Advertising Specialist,RedSeaPipes ,Not mentioned,Giza,Egypt ,Full Time,On-site,Experienced,,Creative/Design/Art,Advertising Communication Communication skills business digital marketing Social Media Digital Marketing,25 days ago
2227,Warehouse Manager,Confidential,Alsadat City,Monufya,Egypt ,Full Time,On-site,Manager,13 - 15 Yrs of Exp,males_only,Warehouse Warehouse Management Warehouse manager Warehousing Supply Chain Leadership Logistics Management,29 days ago
2228,Technical Support Engineer,BBI-Consultancy,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,1 - 5 Yrs of Exp,Installation/Maintenance/Repair,Help desk Technical Support IT Officer,3 days ago
2229,UI Designer,ITC,Alsadat City,Monufya,Egypt ,Full Time,On-site,Entry Level,0 - 2 Yrs of Exp,Creative/Design/Art,Design photoshop HTML CSS figma JavaScript Information Technology (IT),17 days ago
2230,Senior Industrial Automation Engineer (Foxboro DCS),Bytecontrols,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,5 - 9 Yrs of Exp,Engineering - Mechanical/Electrical,Engineering Industrial Industrial automation Programming Foxboro Foxboro DCS Schneider Electric Systems,14 days ago
2231,Social Media Specialist,MobiSoft Holding,Heliopolis,Cairo,Egypt ,Full Time,On-site,Experienced,,males_only,Content Content Creation Creative Design Editing facebook Social Media E-Marketing,1 day ago
2232,"Marketing , Social Media and Web Master Officer",Eduhive,Bolkly,Alexandria,Egypt ,Full Time,On-site,Experienced,2 - 15 Yrs of Exp,Marketing/PR/Advertising,Communication Digital Digital Marketing digital marketing E-Marketing Marketing media,1 day ago
2233,Warehouse Manager,Confidential,Qanater Khairya,Qalubia,Egypt ,Full Time,On-site,Manager,7 - 10 Yrs of Exp,Hospitality/Hotels/Food Services,Supply Chain Supply Warehouse manager Warehousing,1 day ago
2234,Interior Designer,Duravit AG,Sheraton,Cairo,Egypt ,Full Time,On-site,Entry Level,,Adobe Photoshop,Architecture AutoCAD Design English photoshop Google sketchup,24 days ago
2235,Marketing Manager,Term,New Cairo,Cairo,Egypt ,Full Time,On-site,Manager,7 - 10 Yrs of Exp,males_only,Engineering - Mechanical/Electrical Marketing Project Management Social Media Market Research Digital Marketing Offline Marketing Sales,3 days ago
2236,Delivery Officer,International Medical Service Center,Heliopolis,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 3 Yrs of Exp,males_only,Finance Hypermarket Logistics opration,3 days ago
2237,Commercial Manager,visual and ai solutions (VAIS),Smart Village,Giza,Egypt ,Full Time,On-site,Manager,4 - 8 Yrs of Exp,Business Development,Commercial Sales Director sales skills B2B Business Development business,2 days ago
2238,Branding & Communication Specialist,Ibn Sina Pharma,New Cairo,Cairo,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Marketing/PR/Advertising,,23 days ago
2239,French customer support representative,Win-Win,New Cairo,Cairo,Egypt ,Full Time,On-site,Entry Level,,Customer Care,Communication,2 months ago
2240,Admin Cum Sales,Confidential,Not mentioned,Dubai,United Arab Emirates ,Full Time,On-site,Entry Level,0 - 4 Yrs of Exp,Administration,Sales CRM Business Administration Communication Microsoft Office Administration Marketing,30 days ago
2241,HR Specialist (Obour City),Firoz Group,Obour City,Cairo,Egypt ,Full Time,On-site,Experienced,5 - 9 Yrs of Exp,males_only,Human Resources (HR) Recruitment Planning Payroll Labor Law Personnel Human Resources HR,1 month ago
2242,Financial Analyst,Nacita,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,1 - 3 Yrs of Exp,Accounting/Finance,Analysis financial analyst Financial Analysis Economics Reporting Analyst excel,15 days ago
2243,Customer Service Manager,Maalem-Group,New Cairo,Cairo,Egypt ,Full Time,On-site,Manager,9 - 12 Yrs of Exp,Administration,Customer Service Customer Support Real Estate Communication,30 days ago
2244,Civil Site Engineer,Domestik development,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,males_only,AutoCAD Civil Engineering ASD Construction Structural Engineering Site,1 month ago
2245,Sr. Logistic Specialist,Royal Herbs ,Haram,Giza,Egypt ,Full Time,On-site,Experienced,3 - 6 Yrs of Exp,Logistics/Supply Chain,FMCG Supply Chain Logistics Logistics Management Logistics Operations Odoo Import / Export,28 days ago
2246,Civil Technical Office and Proposal Engineer,System Technique,Abu Rawash,Giza,Egypt ,Full Time,On-site,Experienced,2 - 5 Yrs of Exp,Engineering - Construction/Civil/Architecture,,1 month ago
2247,Production Section Head,Just HR,Nasr City,Cairo,Egypt ,Full Time,On-site,Manager,6 - 8 Yrs of Exp,Operations/Management,Assembly Automotive Engineering Mechanical Engineering Sheet Metal Production Management Production,1 month ago
2248,UI UX Developer,Syad Tech,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,IT/Software Development,front-end HTML front-end frameworks React.js figma Redux Front-End Development,11 days ago
2249,Warehouse Manager,El-nour for vegetable and fruits supplies ,Obour City,Cairo,Egypt ,Full Time,On-site,Manager,7 - 10 Yrs of Exp,Administration,Warehouse Store Management Warehouse Management Management Warehousing Supply Chain business,28 days ago
2250,General Accountant,Equity code ,Not mentioned,Cairo,Egypt ,Full Time,Hybrid,Experienced,1 - 6 Yrs of Exp,Accounting/Finance,IFRS excel,8 days ago
2251,Regional Distribution Manager,Alarabia Group,Not mentioned,Fayoum,Egypt ,Full Time,Hybrid,Manager,10 - 15 Yrs of Exp,Business Development,Business Administration Sales Target Communication CRM Marketing Sales sales skills,16 days ago
2252,Mechanical Design Engineer,ADC-Architecture&Design Consultants,Sheikh Zayed,Giza,Egypt ,Full Time,Hybrid,Experienced,2 - 5 Yrs of Exp,Engineering - Mechanical/Electrical,Engineering engineer Mechanical Design Mechanical Engineering Mechanical,16 hours ago
2253,Senior Video Editor,Blue Holding,Bab Sharq,Alexandria,Egypt ,Full Time,Hybrid,Experienced,1 - 3 Yrs of Exp,Creative/Design/Art,Adobe Premiere Video Editing final cut Video Editor Adobe Photoshop graphics Motion Graphics,22 days ago
2254,Senior web .NET Developer,Confidential,Not mentioned,Cairo,Egypt ,Full Time,Hybrid,Experienced,5 - 10 Yrs of Exp,IT/Software Development,,22 days ago
2255,Onsite support junior officer,Areeba Egypt,New Cairo,Cairo,Egypt ,Full Time,Hybrid,Experienced,1 - 2 Yrs of Exp,Operations/Management,deliver,1 month ago
2256,Senior Architecture Engineer,PAVILLION ARCHITECTS,Sheraton,Cairo,Egypt ,Full Time,Hybrid,Experienced,5 - 8 Yrs of Exp,Engineering - Telecom/Technology,Design Revit,22 days ago
2257,"Draughtsman - R&D ""Sheet Metal""",LinkMisr,10th of Ramadan City,Sharqia,Egypt ,Full Time,Hybrid,Experienced,3 - 5 Yrs of Exp,R&D/Science,Design Machines CAD SolidWorks,22 days ago
2258,"Senior R&D Engineer ""Mechanical Design""",LinkMisr,10th of Ramadan City,Sharqia,Egypt ,Full Time,Hybrid,Experienced,4 - 6 Yrs of Exp,R&D/Science,Design Engineering AutoCAD SolidWorks,22 days ago
2259,domestics &drainage network engineer,EL-RAHMA FOR CONSTRUCTION,6th of October,Giza,Egypt ,Full Time,Hybrid,Experienced,3 - 5 Yrs of Exp,Engineering - Mechanical/Electrical,,25 days ago
2260,Accounts Receivable Officer,Confidential,New Cairo,Cairo,Egypt ,Full Time,Hybrid,Experienced,3 - 5 Yrs of Exp,Accounting/Finance,Bookkeeping Communication Computer Skills Financial Analysis Finance Accounts,1 month ago
2261,Telesales Executive,MG Developments,Nasr City,Cairo,Egypt ,Full Time,Hybrid,Entry Level,0 - 2 Yrs of Exp,Sales/Retail,negotiation skills Telesales,2 months ago
2262,Graphic Designer.,Adamco Pharm,Not mentioned,Giza,Egypt ,Full Time,Hybrid,Experienced,,males_only,Adobe illustrator Adobe Photoshop Graphic Design Design,22 hours ago
2263,Patronist,NAGADA,Dokki,Giza,Egypt ,Full Time,Hybrid,Entry Level,,Creative/Design/Art,Fashion Design Clothes Designer Fabrics Designer Apparel Designer Patterns Designer Patterns Designing garment,25 days ago
2264,IT Support Executive,WSC,Dokki,Giza,Egypt ,Full Time,Hybrid,Experienced,5 - 8 Yrs of Exp,IT/Software Development,Information Technology (IT),14 days ago
2265,Patternist ( Fashion Retail ),Al-Nasser ,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,5 - 7 Yrs of Exp,Manufacturing/Production,Design Patterns,18 days ago
2266,Sales Manager,Confidential,Dokki,Giza,Egypt ,Full Time,On-site,Manager,5 - 15 Yrs of Exp,Operations/Management,business Sales Target sales skills Sales Microsoft Office Outdoor Sales Retail Business,25 days ago
2267,Dispensing Accessories Technician,OPPO Egypt ,10th of Ramadan City,Sharqia,Egypt ,Full Time,On-site,Experienced,2 - 3 Yrs of Exp,Manufacturing/Production,Mobile Phones Information Technology (IT) Smart Phones Microsoft Office English Manufacturing Quality Assurance,1 month ago
2268,Senior Financial Accountant,Tatas,Abdeen,Cairo,Egypt ,Full Time,On-site,Experienced,5 - 6 Yrs of Exp,males_only,senior Financial Analysis,1 month ago
2269,Purchasing Manager,Jaffangroup,Obour City,Cairo,Egypt ,Full Time,On-site,Experienced,7 - 12 Yrs of Exp,Hospitality/Hotels/Food Services,Manufacturing Supply Chain Purchasing supply chain management Supply Procurement Negotiation,23 days ago
2270,Cost Accountant (Industrial Engineering Background),Confidential,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,3 - 8 Yrs of Exp,Accounting/Finance,Cost Accountant ERP SAP Microsoft Excel,11 days ago
2271,Graphic Designer and Video Editor,Arab Therapy,Not mentioned,Cairo,Egypt ,Full Time,On-site,Entry Level,1 - 3 Yrs of Exp,Creative/Design/Art,Design Editing Graphic Design video Video Editing illustrator photoshop,1 month ago
2272,Finance Manager,Redpepper films ,Heliopolis,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 3 Yrs of Exp,Accounting/Finance,Financial Management,1 month ago
2273,Production Drawing Designer,Basco Engineering &Trading,Heliopolis,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 7 Yrs of Exp,Creative/Design/Art,CAD AutoCAD Communication skills Revit Mechanical Drawings Design,17 days ago
2274,Agricultural Engineer (Strawberry Crop),Verde for Trading and Distribution,Ismailia,Ismailia,Egypt ,Full Time,On-site,Experienced,5 - 5 Yrs of Exp,males_only,Agricultural,18 days ago
2275,Technical Office Engineer (Bidding Pricing Proposals) - Sheet Metal,Power Solutions,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,2 - 5 Yrs of Exp,Purchasing/Procurement,Mechanical Engineering SolidWorks AutoCAD Sheet Metal Technical Office Microsoft Office Inventor,1 month ago
2276,System Administrator,Ignite Solutions ,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 4 Yrs of Exp,IT/Software Development,Information Technology (IT),15 days ago
2277,Operations Associate,Brassbell,Zamalek,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 10 Yrs of Exp,Administration,business Business Administration Customer Support Management Operations,18 days ago
2278,Document Controller & ISO Compliance Officer - Red Sea,Capital Drilling,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,,females_preferred,ISO 9001 Microsoft Office ISO Document Management,18 days ago
2279,Customer Service Representative,HC Furniture Mall,6th of October,Giza,Egypt ,Full Time,On-site,Entry Level,1 - 3 Yrs of Exp,Customer Service/Support,Customer Service Customer Customer Care Service Sales,2 months ago
2280,Purchasing Manager,Techno Taste ,6th of October,Giza,Egypt ,Full Time,On-site,Manager,7 - 16 Yrs of Exp,Logistics/Supply Chain,Logistics Purchasing Supply Chain Purchasing Manager,23 days ago
2281,Supply Chain Manager,City Glass,10th of Ramadan City,Cairo,Egypt ,Full Time,On-site,Manager,10 - 15 Yrs of Exp,males_only,Purchasing/Procurement Management Purchasing Supply Chain supply chain management Procurement Logistics,23 days ago
2282,Senior Accountant,Megatrade Misr,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,males_only,Finance General Ledger,12 days ago
2283,Internal Auditor,Confidential,New Cairo,Cairo,Egypt ,Full Time,On-site,Entry Level,,females_only,Quality Accounting Financial Analysis Auditing CIA CPA Detail Oriented Quality Auditing,1 month ago
2284,Graphic Designer,3by9,Not mentioned,Manama,Bahrain ,Full Time,On-site,Experienced,2 - 7 Yrs of Exp,Creative/Design/Art,Graphic Design illustrator Adobe Photoshop,1 month ago
2285,Voice Over Intern,Visionare,Not mentioned,Alexandria,Egypt ,Full Time,On-site,Student,,Voice Over Intern,Voice Recording Multimedia Content,1 month ago
2286,IT Specialist,Outsourcing Skill,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 3 Yrs of Exp,Installation/Maintenance/Repair,CCNA Communication Communication skills English firewalls Computer Science Information Technology (IT),9 days ago
2287,HR Administrator,HTC group,Heliopolis,Cairo,Egypt ,Full Time,On-site,Experienced,5 - 10 Yrs of Exp,Customer Service/Support,Business Administration Administration Human Resources (HR) Human Resources HR,1 month ago
2288,Executive and technical Civil Engineer N,Confidential,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,4 - 7 Yrs of Exp,Engineering - Construction/Civil/Architecture,Engineering water Electricity Architecture Technical Office AutoCAD,1 month ago
2289,Junior Marketing Officer,Confidential,Not mentioned,Kuwait City,Kuwait ,Full Time,On-site,Experienced,,males_only,Online Marketing Digital Marketing Marketing Online E-Marketing Social Media,1 month ago
2290,Accounting Clerk,KTS International ,Sheraton,Cairo,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Accounting/Finance,Accounting Business Administration Commerce Clerk Finance,14 days ago
2291,Videographer Intern,Visionare,Not mentioned,Cairo,Egypt ,Full Time,On-site,Student,,Videographer Intern,Visual Storytelling,1 month ago
2292,Senior Sales Specialist,Vudax developments,Aswan,Aswan,Egypt ,Full Time,On-site,Entry Level,1 - 2 Yrs of Exp,Sales/Retail,senior Sales Target Senior sales Real Estate Sales Communication Microsoft Office Real Estate,1 month ago
2293,Supply Chain Specialist,MedicZone,New Cairo,Cairo,Egypt ,Full Time,On-site,Experienced,3 - 6 Yrs of Exp,Logistics/Supply Chain,Communication skills English supply chain management Supply Chain Supply Logistics Business Administration,21 hours ago
2294,Quality Control Specialist,alsafwa alarabia,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,,Quality,Quality Control quality Quality Management Engineering Management Business Administration Hospitality,2 days ago
2295,Graphic Designer - Alexandria,Kadmar Group,Not mentioned,Alexandria,Egypt ,Full Time,On-site,Experienced,4 - 6 Yrs of Exp,Creative/Design/Art,Photography AutoCAD Adobe Illustrator Microsoft PowerPoint Windows Movie Maker Fine Arts Graphic,28 days ago
2296,HSE Specialist,Confidential,Not mentioned,Sharjah,United Arab Emirates ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,R&D/Science,Health Health and Safety HSE OSHA quality Quality Assurance Quality Control,4 days ago
2297,Accountant,Confidential,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Accounting/Finance,,4 days ago
2298,Marketing Specialist,IPS,New Cairo,Cairo,Egypt ,Full Time,On-site,Entry Level,,Marketing/PR/Advertising,Digital Marketing Market Research,14 days ago
2299,Recruitment Specialist,Intertrade Co. ,10th of Ramadan City,Sharqia,Egypt ,Full Time,On-site,Entry Level,2 - 4 Yrs of Exp,Human Resources,business Business Administration Communication Human Resources HR English Manufacturing,5 days ago
2300,Graphic Designer and Social media Specialist,Komandaz Hub,New Cairo,Cairo,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Creative/Design/Art,Design Creative Editing Graphic Design media photoshop social,25 days ago
2301,Accounts Payable Supervisor, Cairo Three A  Poultry ,New Cairo,Cairo,Egypt ,Full Time,On-site,Experienced,4 - 7 Yrs of Exp,Accounting/Finance,Finance FMCG Oracle MS Office,25 days ago
2302,Executive Secretary,Spark,Sheikh Zayed,Giza,Egypt ,Full Time,On-site,Senior Management,5 - 8 Yrs of Exp,females_only,Purchasing/Procurement Executive Secretary Office management Administration Business Administration Microsoft Office MS Office Secretary,29 days ago
2303,Organizational Development Specialist,RedSeaPipes ,Not mentioned,Giza,Egypt ,Full Time,On-site,Experienced,,Business Development,Business Development Communication Human Resources MS Office OD computer,29 days ago
2304,Customer Support Representative,HR HUB,Not mentioned,Cairo,Egypt ,Full Time,On-site,Entry Level,1 - 3 Yrs of Exp,Customer Service/Support,Sales English Customer Communication Customer Care,15 days ago
2305,Full Stack Laravel / Vue Developer,Confidential,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 15 Yrs of Exp,IT/Software Development,JavaScript Vue.js SQL,12 days ago
2306,Mechanical - Technical Office Section Head,Daam ,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,10 - 14 Yrs of Exp,Engineering - Mechanical/Electrical,Revit Infrastructure Mechanical Engineering Construction Technical Office,1 month ago
2307,Compliance Manager,Confidential,10th of Ramadan City,Cairo,Egypt ,Full Time,On-site,Manager,10 - 15 Yrs of Exp,Accounting/Finance,Compliance Management Accounting Financial Management Compliance manager Manufacturing Compliance Legal,8 days ago
2308,Marketing Specialist,OLIS Holding ,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 8 Yrs of Exp,Manufacturing/Production,Market Research Marketing Design Brand Marketing digital marketing,16 days ago
2309,Reservation Manager,Dominant Travel,Giza,Giza,Egypt ,Full Time,On-site,Manager,5 - 20 Yrs of Exp,males_preferred,Reservation Management Reservation Hospitality Tourism Travel,16 days ago
2310,Export Officer,International Medical Service Center,Manial,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 3 Yrs of Exp,Logistics/Supply Chain,Administration business Business Administration English Export Export Sales Import,9 days ago
2311,Gym reception manager,A1 arena ,Obour City,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 4 Yrs of Exp,Administration,Customer Service Office management Administration Business Administration Reception Service Fitness,1 month ago
2312,Social Media Specialist,Hatolna,Heliopolis,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 4 Yrs of Exp,Writing/Editorial,Social Media Social Media Strategy Social Analytics Social Media Optimization Social Media Advertising E-Marketing Online Marketing,22 days ago
2313,Full Stack Web Developer,Generator,Heliopolis,Cairo,Egypt ,Full Time,On-site,Experienced,4 - 12 Yrs of Exp,Creative/Design/Art,Full Stack Laravel Framework Web Development,20 hours ago
2314,AP Accountant,NMDC,Not mentioned,Cairo,Egypt ,Full Time,On-site,Entry Level,3 - 5 Yrs of Exp,Accounting/Finance,Accounting Administration AP business Commerce Construction CPA,10 days ago
2315,Senior Sales Account Manager - IT Sales,IT Dynamics Integrated Solutions,New Cairo,Cairo,Egypt ,Full Time,On-site,Experienced,,IT/Software Development,Cisco Sales Account Management Sales Target sales skills English Communication,14 days ago
2316,Senior Sales Engineer,Easy Life Technologies,New Cairo,Cairo,Egypt ,Full Time,On-site,Experienced,4 - 6 Yrs of Exp,Engineering - Telecom/Technology,technical Information Technology (IT) Engineering,1 month ago
2317,2D Events Art Director,Influence Communication,Not mentioned,Cairo,Egypt ,Full Time,On-site,Manager,,Creative/Design/Art,Adobe Photoshop Applied Arts Art art director Design Events Fine Arts,17 days ago
2318,Senior AR Accountant,Al Hayat Capital,Mokattam,Cairo,Egypt ,Full Time,On-site,Experienced,4 - 8 Yrs of Exp,Accounting/Finance,AR CMA Financial Financial Analysis General Ledger,22 days ago
