company_name,area,city,country,job_type,job_state,exp_level,job_category,programming_languages,frameworks,Number of Experience Year,posting_date
B&G Shipping Agency,Bab Sharq,Alexandria,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,3.0,2024-08-02
MedVAlley S.A.E,Heliopolis,Cairo,Egypt,Full Time,On-site,Experienced,Finance and Accounting,others,not found,6.0,2024-08-02
(Delta Textile Egypt),Not mentioned,Minya,Egypt,Full Time,On-site,Experienced,Other,others,not found,3.0,2024-08-02
Diamond Medical Services,Heliopolis,Cairo,Egypt,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,3.0,2024-07-18
AFFSQUARE,Sheraton,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,3.0,2024-08-01
Alarabia Group,Not mentioned,Giza,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,7.0,2024-07-31
Alarabia Group,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,7.0,2024-07-31
Alarabia Group,Not mentioned,Luxor,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,7.0,2024-07-31
Alarabia Group,Not mentioned,Beni Suef,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,7.0,2024-07-31
Alarabia Group,Not mentioned,Minya,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,7.0,2024-07-31
Alarabia Group,Not mentioned,Assiut,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,7.0,2024-07-31
شركه طنطا موتورز,Tanta,Gharbia,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,6.0,2024-07-31
KTS International ,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,4.0,2024-07-31
Dar Al-Fouad Hospital,Not mentioned,Cairo,Egypt,Full Time,On-site,Manager,Other,others,not found,9.0,2024-07-09
Travijoy Holidays,6th of October,Giza,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,5.0,2024-07-22
Confidential,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,6.0,2024-07-30
Americana Foods,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,2.0,2024-07-29
Rehana Group,Qanater Khairya,Qalubia,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,15.0,2024-07-29
Landmarks consulting solutions CO ,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,IT Professional,['r'],not found,4.0,2024-07-17
Sublimatex,Nozha,Cairo,Egypt,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,2.0,2024-07-17
Spectrum Engineering ,6th of October,Giza,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,4.0,2024-07-03
SH Chemical,Badr City,Cairo,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,6.0,2024-07-03
Zat care,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,2.0,2024-07-05
Confidential,Not mentioned,Jeddah,Saudi Arabia,Full Time,On-site,Experienced,Other,['r'],not found,4.0,2024-07-03
EISAS,Not mentioned,Giza,Egypt,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,2.0,2024-07-25
Lift pro for elevators ,Nasr City,Cairo,Egypt,Full Time,On-site,Manager,AI and Machine Learning,['r'],not found,11.0,2024-07-03
Ad Plus,Not mentioned,Riyadh,Saudi Arabia,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,6.0,2024-07-19
Mobco Civil Construction,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Customer Service,['r'],not found,3.0,2024-07-24
Elaraby Group,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,5.0,2024-07-24
UGI-EPC,6th of October,Giza,Egypt,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,2.0,2024-07-19
UGI-EPC,Not mentioned,Giza,Egypt,Full Time,On-site,Manager,Management and Leadership,others,not found,8.0,2024-07-19
Confidential,Maadi,Cairo,Egypt,Full Time,On-site,Senior Management,Management and Leadership,['r'],not found,4.443075898801598,2024-07-19
Hands of Hope Physical Therapy & Wellness,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,3.0,2024-07-12
Safa Soft,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,Senior Software Engineering,"['java', 'javascript', 'r', 'java']","['react', 'angular']",5.0,2024-07-10
3Dimension,Haram,Giza,Egypt,Full Time,On-site,Experienced,Production and Manufacturing,['r'],not found,3.0,2024-07-25
INetwork Solutions,Not mentioned,Giza,Egypt,Full Time,On-site,Entry Level,Management and Leadership,others,not found,2.0,2024-07-30
Style Home Development,Downtown,Cairo,Egypt,Full Time,On-site,Entry Level,Finance and Accounting,others,not found,2.0,2024-07-15
Confidential,6th of October,Giza,Egypt,Full Time,On-site,Experienced,Data Engineer,['r'],not found,6.0,2024-07-09
jeel,Nasr City,Cairo,Egypt,Full Time,On-site,Experienced,Software Engineering,['r'],not found,4.0,2024-07-29
Rescounts,Not mentioned,Cairo,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,4.443075898801598,2024-07-08
Millensys,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Senior Software Engineering,['r'],not found,4.443075898801598,2024-07-24
Pinion Association For Industrial and commercial Supplies  ,Not mentioned,Giza,Egypt,Full Time,On-site,Experienced,Sales and Marketing,others,not found,2.0,2024-07-14
Delma Investment,Wadi Alnatrun,Beheira,Egypt,Full Time,On-site,Manager,Management and Leadership,others,not found,12.0,2024-07-04
Confidential,Sheraton,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,2.0,2024-07-03
MEDIA SALES 360 LTD,Qasr ِAlnil,Cairo,Egypt,Full Time,On-site,Entry Level,Administrative,['r'],not found,4.443075898801598,2024-07-14
Al Hayat Capital,Mokattam,Cairo,Egypt,Full Time,On-site,Experienced,Management and Leadership,others,not found,7.0,2024-07-11
GAWAD MIXER,Nasr City,Cairo,Egypt,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,4.0,2024-07-03
Media Town Agency,Not mentioned,Amman,Jordan,Full Time,On-site,Entry Level,Design and Creative,['r'],not found,4.443075898801598,2024-07-03
Confidential,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Finance and Accounting,['r'],not found,8.0,2024-07-10
Genedy Group Construction ,Maadi,Cairo,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,13.0,2024-07-16
Confidential,Maadi,Cairo,Egypt,Full Time,Remote,Manager,Management and Leadership,['r'],not found,13.0,2024-07-10
RS,Not mentioned,Cairo,Egypt,Full Time,Remote,Experienced,Sales and Marketing,['r'],not found,4.0,2024-07-19
Confidential,Maadi,Cairo,Egypt,Full Time,Remote,Experienced,Other,['r'],not found,6.0,2024-07-03
National Electricity Technology Co.,Not mentioned,Cairo,Egypt,Full Time,Remote,Experienced,Public Relations,['r'],not found,4.0,2024-08-02
Right Room,Nozha,Cairo,Egypt,Full Time,Remote,Entry Level,Other,['r'],not found,2.0,2024-08-02
B&G Shipping Agency,Bab Sharq,Alexandria,Egypt,Full Time,Remote,Experienced,Design and Creative,['r'],not found,4.0,2024-08-02
MedVAlley S.A.E,Nasr City,Cairo,Egypt,Full Time,Remote,Experienced,Public Relations,['r'],not found,3.0,2024-08-01
Confidential,Nasr City,Cairo,Egypt,Full Time,Remote,Manager,Management and Leadership,['r'],not found,4.0,2024-08-01
KUWADICO,6th of October,Giza,Egypt,Full Time,Remote,Student,Internship,['r'],not found,4.443075898801598,2024-07-03
University Assist ,Maadi,Cairo,Egypt,Full Time,Remote,Entry Level,Sales and Marketing,['r'],not found,2.0,2024-07-31
Egypt Best Properties,Not mentioned,Giza,Egypt,Full Time,Remote,Manager,Management and Leadership,['r'],not found,8.0,2024-07-15
Harbor Tech,Not mentioned,Cairo,Egypt,Full Time,Remote,Entry Level,Sales and Marketing,['r'],not found,4.0,2024-07-18
AREC Engineering Consultants,New Cairo,Cairo,Egypt,Full Time,Remote,Experienced,IT Professional,['r'],not found,7.0,2024-07-30
Al-Zeatry For Trading and Hotel Supplies ,Katameya,Cairo,Egypt,Full Time,Remote,Entry Level,Sales and Marketing,['r'],not found,2.0,2024-07-12
Steer,Maadi,Cairo,Egypt,Full Time,Remote,Manager,Management and Leadership,['r'],not found,6.0,2024-07-03
Cyrus Technology Egypt ,Heliopolis,Cairo,Egypt,Full Time,On-site,Entry Level,Sales and Marketing,['r'],not found,2.0,2024-07-15
International Food & Consumable Goods,6th of October,Giza,Egypt,Full Time,On-site,Experienced,Finance and Accounting,['r'],not found,5.0,2024-07-18
CEC,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,7.0,2024-07-18
tayf egypt  ,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,3.0,2024-07-18
Soltan Auto,New Cairo,Cairo,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,4.443075898801598,2024-07-18
Aswaq,Shorouk City,Cairo,Egypt,Full Time,On-site,Experienced,Finance and Accounting,['r'],not found,7.0,2024-07-29
Hands of Hope Physical Therapy & Wellness,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,4.0,2024-07-09
Badran Hospital,Dokki,Giza,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,5.0,2024-07-03
ABCO Group ,Bourj Alarab,Alexandria,Egypt,Full Time,On-site,Experienced,Public Relations,['r'],not found,4.443075898801598,2024-07-29
Confidential,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Logistics and Supply Chain,['r'],not found,4.0,2024-06-03
Confidential,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,6.0,2024-07-10
Confidential,Qantara Gharb,Ismailia,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,3.0,2024-07-03
ACS / El Amer Contracting & Supplies,Heliopolis,Cairo,Egypt,Full Time,On-site,Entry Level,Administrative,['r'],not found,1.0,2024-07-28
IEC International Engineering Consultancy,Nasr City,Cairo,Egypt,Full Time,On-site,Experienced,IT Professional,['r'],not found,4.0,2024-07-03
Yodawy Med,Mohandessin,Giza,Egypt,Full Time,On-site,Experienced,AI and Machine Learning,['r'],not found,4.443075898801598,2024-07-09
HUWA,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Finance and Accounting,['r'],not found,4.0,2024-07-03
Confidential,Not mentioned,Giza,Egypt,Full Time,On-site,Manager,Management and Leadership,others,not found,7.0,2024-07-19
Spectrum Engineering ,6th of October,Giza,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,4.0,2024-07-03
Atlas,Smouha,Alexandria,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,7.0,2024-07-26
Naguib Selim,Nasr City,Cairo,Egypt,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,6.0,2024-07-17
bokah,Ameria,Alexandria,Egypt,Full Time,On-site,Entry Level,Sales and Marketing,['r'],not found,3.0,2024-07-11
RE/MAX Avalon,North Coast,Alexandria,Egypt,Full Time,On-site,Manager,Other,others,not found,6.0,2024-07-11
Confidential,Sheikh Zayed,Giza,Egypt,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,4.443075898801598,2024-07-11
Confidential,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,IT Professional,['r'],not found,7.0,2024-07-11
EISAS,Not mentioned,Alexandria,Egypt,Full Time,On-site,Entry Level,Sales and Marketing,others,not found,2.0,2024-07-25
Confidential,Downtown,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,4.0,2024-07-17
Alarabia Group,10th of Ramadan City,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,2.0,2024-07-03
Syad Tech,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,10.0,2024-07-03
Arma-HSA,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,6.0,2024-07-23
Safoury Development,6th of October,Giza,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,6.0,2024-07-03
I&R Egypt,6th of October,Giza,Egypt,Full Time,On-site,Entry Level,Sales and Marketing,['r'],not found,1.0,2024-07-03
Track Telecom,Not mentioned,Giza,Egypt,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,2.0,2024-07-10
EL-Hamd for Electrical and Industrial Projects,Not mentioned,Qalubia,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,4.443075898801598,2024-07-23
CEC,Maadi,Cairo,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,14.0,2024-07-15
Aria Systems,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,1.0,2024-07-03
EGEC,Haram,Giza,Egypt,Full Time,On-site,Experienced,Data Science and Analytics,['r'],not found,3.0,2024-07-30
Power Solutions,6th of October,Giza,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,4.0,2024-07-23
International Group For Modern Coating ,Bourj Alarab,Alexandria,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,3.0,2024-07-05
Sanam Engineering Industries ,10th of Ramadan City,Sharqia,Egypt,Full Time,On-site,Experienced,Public Relations,['r'],not found,4.0,2024-07-07
Rokket Science,Not mentioned,Denver,United States,Full Time,On-site,Entry Level,Other,['r'],not found,4.443075898801598,2024-07-22
NUR Interactive,Not mentioned,Riyadh,Saudi Arabia,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,4.0,2024-06-03
SAYYAD Holding ,Hurghada,Red Sea,Egypt,Full Time,On-site,Experienced,Finance and Accounting,['r'],not found,6.0,2024-07-09
Luminary for Marketing and Advertisement ,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,4.0,2024-07-03
INTERNET SOLUTIONS,Sheikh Zayed,Giza,Egypt,Full Time,On-site,Experienced,Software Engineering,"['r', 'html', 'css']",not found,3.0,2024-07-05
Semak,Dokki,Giza,Egypt,Full Time,On-site,Experienced,Production and Manufacturing,['r'],not found,3.0,2024-07-09
NOK for Human Capital Solutions,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,3.0,2024-07-03
Emak Contracting Company,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,3.0,2024-07-11
EFS,Maadi,Cairo,Egypt,Full Time,On-site,Entry Level,Public Relations,others,not found,1.0,2024-07-03
Maison de Maa,Heliopolis,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,2.0,2024-07-22
Advansys for Trading & Contracting,Maadi,Cairo,Egypt,Full Time,On-site,Entry Level,Sales and Marketing,['r'],not found,0.0,2024-07-03
Al-Nasser ,6th of October,Giza,Egypt,Full Time,On-site,Experienced,AI and Machine Learning,['r'],not found,4.0,2024-07-03
RedSeaPipes ,Not mentioned,Giza,Egypt,Full Time,On-site,Experienced,IT Professional,['r'],not found,4.443075898801598,2024-07-08
Confidential,Alsadat City,Monufya,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,14.0,2024-07-04
BBI-Consultancy,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Customer Service,['r'],not found,3.0,2024-07-30
ITC,Alsadat City,Monufya,Egypt,Full Time,On-site,Entry Level,Design and Creative,"['java', 'javascript', 'r', 'html', 'css', 'java']",not found,1.0,2024-07-16
Bytecontrols,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,7.0,2024-07-19
MobiSoft Holding,Heliopolis,Cairo,Egypt,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,4.443075898801598,2024-08-01
Eduhive,Bolkly,Alexandria,Egypt,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,8.0,2024-08-01
Confidential,Qanater Khairya,Qalubia,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,8.0,2024-08-01
Duravit AG,Sheraton,Cairo,Egypt,Full Time,On-site,Entry Level,Design and Creative,['r'],not found,4.443075898801598,2024-07-09
Term,New Cairo,Cairo,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,8.0,2024-07-30
International Medical Service Center,Heliopolis,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,2.0,2024-07-30
visual and ai solutions (VAIS),Smart Village,Giza,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,6.0,2024-07-31
Ibn Sina Pharma,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Other,others,not found,4.0,2024-07-10
Win-Win,New Cairo,Cairo,Egypt,Full Time,On-site,Entry Level,Customer Service,others,not found,4.443075898801598,2024-06-03
Confidential,Not mentioned,Dubai,United Arab Emirates,Full Time,On-site,Entry Level,Sales and Marketing,['r'],not found,2.0,2024-07-03
Firoz Group,Obour City,Cairo,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,7.0,2024-07-03
Nacita,6th of October,Giza,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,2.0,2024-07-18
Maalem-Group,New Cairo,Cairo,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,10.0,2024-07-03
Domestik development,6th of October,Giza,Egypt,Full Time,On-site,Experienced,IT Professional,['r'],not found,4.0,2024-07-03
Royal Herbs ,Haram,Giza,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,4.0,2024-07-05
System Technique,Abu Rawash,Giza,Egypt,Full Time,On-site,Experienced,Public Relations,others,not found,3.0,2024-07-03
Just HR,Nasr City,Cairo,Egypt,Full Time,On-site,Manager,Production and Manufacturing,['r'],not found,7.0,2024-07-03
Syad Tech,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Software Engineering,"['r', 'html']",['react'],4.0,2024-07-22
El-nour for vegetable and fruits supplies ,Obour City,Cairo,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,8.0,2024-07-05
Equity code ,Not mentioned,Cairo,Egypt,Full Time,Hybrid,Experienced,Finance and Accounting,['r'],not found,3.0,2024-07-25
Alarabia Group,Not mentioned,Fayoum,Egypt,Full Time,Hybrid,Manager,Management and Leadership,['r'],not found,12.0,2024-07-17
ADC-Architecture&Design Consultants,Sheikh Zayed,Giza,Egypt,Full Time,Hybrid,Experienced,Other,['r'],not found,3.0,2024-08-02
Blue Holding,Bab Sharq,Alexandria,Egypt,Full Time,Hybrid,Experienced,Design and Creative,['r'],not found,2.0,2024-07-11
Confidential,Not mentioned,Cairo,Egypt,Full Time,Hybrid,Experienced,Senior Software Engineering,others,not found,7.0,2024-07-11
Areeba Egypt,New Cairo,Cairo,Egypt,Full Time,Hybrid,Experienced,Customer Service,['r'],not found,1.0,2024-07-03
PAVILLION ARCHITECTS,Sheraton,Cairo,Egypt,Full Time,Hybrid,Experienced,IT Professional,['r'],not found,6.0,2024-07-11
LinkMisr,10th of Ramadan City,Sharqia,Egypt,Full Time,Hybrid,Experienced,Other,['r'],not found,4.0,2024-07-11
LinkMisr,10th of Ramadan City,Sharqia,Egypt,Full Time,Hybrid,Experienced,Research and Development,['r'],not found,5.0,2024-07-11
EL-RAHMA FOR CONSTRUCTION,6th of October,Giza,Egypt,Full Time,Hybrid,Experienced,AI and Machine Learning,others,not found,4.0,2024-07-08
Confidential,New Cairo,Cairo,Egypt,Full Time,Hybrid,Experienced,Finance and Accounting,['r'],not found,4.0,2024-07-03
MG Developments,Nasr City,Cairo,Egypt,Full Time,Hybrid,Entry Level,Sales and Marketing,others,not found,1.0,2024-06-03
Adamco Pharm,Not mentioned,Giza,Egypt,Full Time,Hybrid,Experienced,Design and Creative,['r'],not found,4.443075898801598,2024-08-02
NAGADA,Dokki,Giza,Egypt,Full Time,Hybrid,Entry Level,Other,['r'],not found,4.443075898801598,2024-07-08
WSC,Dokki,Giza,Egypt,Full Time,Hybrid,Experienced,Customer Service,['r'],not found,6.0,2024-07-19
Al-Nasser ,6th of October,Giza,Egypt,Full Time,On-site,Experienced,AI and Machine Learning,['r'],not found,6.0,2024-07-15
Confidential,Dokki,Giza,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,10.0,2024-07-08
OPPO Egypt ,10th of Ramadan City,Sharqia,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,2.0,2024-07-03
Tatas,Abdeen,Cairo,Egypt,Full Time,On-site,Experienced,Finance and Accounting,['r'],not found,5.0,2024-07-03
Jaffangroup,Obour City,Cairo,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,9.0,2024-07-10
Confidential,6th of October,Giza,Egypt,Full Time,On-site,Experienced,Finance and Accounting,['r'],not found,5.0,2024-07-22
Arab Therapy,Not mentioned,Cairo,Egypt,Full Time,On-site,Entry Level,Design and Creative,['r'],not found,2.0,2024-07-03
Redpepper films ,Heliopolis,Cairo,Egypt,Full Time,On-site,Experienced,Management and Leadership,others,not found,2.0,2024-07-03
Basco Engineering &Trading,Heliopolis,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,4.0,2024-07-16
Verde for Trading and Distribution,Ismailia,Ismailia,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,5.0,2024-07-15
Power Solutions,6th of October,Giza,Egypt,Full Time,On-site,Experienced,Public Relations,['r'],not found,3.0,2024-07-03
Ignite Solutions ,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,DevOps and System Administration,['r'],not found,3.0,2024-07-18
Brassbell,Zamalek,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,6.0,2024-07-15
Capital Drilling,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,4.443075898801598,2024-07-15
HC Furniture Mall,6th of October,Giza,Egypt,Full Time,On-site,Entry Level,Customer Service,['r'],not found,2.0,2024-06-03
Techno Taste ,6th of October,Giza,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,11.0,2024-07-10
City Glass,10th of Ramadan City,Cairo,Egypt,Full Time,On-site,Manager,AI and Machine Learning,['r'],not found,12.0,2024-07-10
Megatrade Misr,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,Finance and Accounting,['r'],not found,4.0,2024-07-21
Confidential,New Cairo,Cairo,Egypt,Full Time,On-site,Entry Level,Internship,['r'],not found,4.443075898801598,2024-07-03
3by9,Not mentioned,Manama,Bahrain,Full Time,On-site,Experienced,Design and Creative,['r'],not found,4.0,2024-07-03
Visionare,Not mentioned,Alexandria,Egypt,Full Time,On-site,Student,Internship,['r'],not found,4.443075898801598,2024-07-03
Outsourcing Skill,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,IT Professional,['r'],not found,2.0,2024-07-24
HTC group,Heliopolis,Cairo,Egypt,Full Time,On-site,Experienced,Administrative,['r'],not found,7.0,2024-07-03
Confidential,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,5.0,2024-07-03
Confidential,Not mentioned,Kuwait City,Kuwait,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,4.443075898801598,2024-07-03
KTS International ,Sheraton,Cairo,Egypt,Full Time,On-site,Experienced,Finance and Accounting,['r'],not found,4.0,2024-07-19
Visionare,Not mentioned,Cairo,Egypt,Full Time,On-site,Student,Design and Creative,['r'],not found,4.443075898801598,2024-07-03
Vudax developments,Aswan,Aswan,Egypt,Full Time,On-site,Entry Level,Sales and Marketing,['r'],not found,1.0,2024-07-03
MedicZone,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,AI and Machine Learning,['r'],not found,4.0,2024-08-02
alsafwa alarabia,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Quality Assurance,['r'],not found,4.443075898801598,2024-07-31
Kadmar Group,Not mentioned,Alexandria,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,5.0,2024-07-05
Confidential,Not mentioned,Sharjah,United Arab Emirates,Full Time,On-site,Experienced,Other,['r'],not found,4.0,2024-07-29
Confidential,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Finance and Accounting,others,not found,4.0,2024-07-29
IPS,New Cairo,Cairo,Egypt,Full Time,On-site,Entry Level,Sales and Marketing,['r'],not found,4.443075898801598,2024-07-19
Intertrade Co. ,10th of Ramadan City,Sharqia,Egypt,Full Time,On-site,Entry Level,Design and Creative,['r'],not found,3.0,2024-07-28
Komandaz Hub,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,4.0,2024-07-08
 Cairo Three A  Poultry ,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,5.0,2024-07-08
Spark,Sheikh Zayed,Giza,Egypt,Full Time,On-site,Senior Management,Other,['r'],not found,6.0,2024-07-04
RedSeaPipes ,Not mentioned,Giza,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,4.443075898801598,2024-07-04
HR HUB,Not mentioned,Cairo,Egypt,Full Time,On-site,Entry Level,Customer Service,['r'],not found,2.0,2024-07-18
Confidential,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Software Engineering,"['java', 'javascript', 'sql', 'r', 'java']",not found,8.0,2024-07-21
Daam ,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,12.0,2024-07-03
Confidential,10th of Ramadan City,Cairo,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,12.0,2024-07-25
OLIS Holding ,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,5.0,2024-07-17
Dominant Travel,Giza,Giza,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,12.0,2024-07-17
International Medical Service Center,Manial,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,2.0,2024-07-24
A1 arena ,Obour City,Cairo,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,3.0,2024-07-03
Hatolna,Heliopolis,Cairo,Egypt,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,3.0,2024-07-11
Generator,Heliopolis,Cairo,Egypt,Full Time,On-site,Experienced,Software Engineering,['r'],['laravel'],8.0,2024-08-02
NMDC,Not mentioned,Cairo,Egypt,Full Time,On-site,Entry Level,Finance and Accounting,['r'],not found,4.0,2024-07-23
IT Dynamics Integrated Solutions,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,4.443075898801598,2024-07-19
Easy Life Technologies,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,5.0,2024-07-03
Influence Communication,Not mentioned,Cairo,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,4.443075898801598,2024-07-16
Al Hayat Capital,Mokattam,Cairo,Egypt,Full Time,On-site,Experienced,Finance and Accounting,['r'],not found,6.0,2024-07-11
LINK Development,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,2.0,2024-07-22
Vantage Travels,Nasr City,Cairo,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,17.0,2024-07-04
Shinshin Electronics Egypt,10th of Ramadan City,Sharqia,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,4.0,2024-07-03
Taamy,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Other,others,not found,4.443075898801598,2024-07-03
Confidential,Nasr City,Cairo,Egypt,Full Time,On-site,Entry Level,Sales and Marketing,['r'],not found,1.0,2024-07-15
Conversions and more ,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Administrative,others,not found,2.0,2024-07-15
Paymint,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,3.0,2024-07-15
